name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptomyces xanthophaeus	67385	S	26	2	28	0.00000
Streptomyces koyangensis	188770	S	23	12	35	0.00000
Streptomyces buecherae	2763006	S	25	0	25	0.00000
Streptomyces qinzhouensis	2599401	S	24	1	25	0.00000
Streptomyces actuosus	1885	S	23	2	25	0.00000
Streptomyces venezuelae	54571	S	19	2	21	0.00000
Streptomyces finlayi	67296	S	19	0	19	0.00000
Streptomyces californicus	67351	S	19	54	73	0.00000
Streptomyces lusitanus	68232	S	12	2	14	0.00000
Streptomyces cinnabarinus	67287	S	12	1	13	0.00000
Streptomyces gilvosporeus	553510	S	12	0	12	0.00000
Streptomyces asoensis	249586	S	11	0	11	0.00000
Streptacidiphilus sp. PB12-B1b	2705012	S	15	0	15	0.00000
Streptacidiphilus sp. P02-A3a	2704468	S	13	0	13	0.00000
Streptantibioticus cattleyicolor	29303	S	13	0	13	0.00000
Mycolicibacterium mageritense	53462	S	398	5	403	0.00000
Mycolicibacterium smegmatis	1772	S	252	4	256	0.00000
Mycolicibacterium sediminis	1286180	S	156	1	157	0.00000
Mycolicibacterium pulveris	36813	S	115	0	115	0.00000
Mycolicibacterium gadium	1794	S	53	0	53	0.00000
Mycolicibacterium chubuense	1800	S	39	1	40	0.00000
Mycolicibacterium rutilum	370526	S	20	0	20	0.00000
Mycolicibacterium insubricum	444597	S	14	0	14	0.00000
Mycolicibacterium boenickei	146017	S	12	3	15	0.00000
Mycobacterium grossiae	1552759	S	479	10	489	0.00000
Mycobacterium tuberculosis	1773	S	32	116	148	0.00000
Candidatus Mycobacterium methanotrophicum	2943498	S	85	0	85	0.00000
Mycobacterium heraklionense	512402	S	16	0	16	0.00000
Mycobacterium malmoense	1780	S	13	0	13	0.00000
Nocardia brasiliensis	37326	S	55	2	57	0.00000
Nocardia yamanashiensis	209247	S	40	1	41	0.00000
Nocardia tengchongensis	2055889	S	15	0	15	0.00000
Nocardia cyriacigeorgica	135487	S	13	1	14	0.00000
Nocardia asteroides	1824	S	12	1	13	0.00000
Prescottella equi	43767	S	44	0	44	0.00000
Corynebacterium timonense	441500	S	33	0	33	0.00000
Corynebacterium glutamicum	1718	S	14	160	174	0.00000
Corynebacterium frankenforstense	1230998	S	13	0	13	0.00000
Gordonia iterans	1004901	S	46	5	51	0.00000
Gordonia polyisoprenivorans	84595	S	18	2	20	0.00000
Tomitella gaofuii	2760083	S	50	0	50	0.00000
Tsukamurella tyrosinosolvens	57704	S	12	0	12	0.00000
Tsukamurella pulmonis	47312	S	11	0	11	0.00000
Microbacterium sp. No. 7	1714373	S	469	76	545	0.00000
Microbacterium oleivorans	273677	S	52	2	54	0.00000
Leucobacter sp. H21R-40	2932247	S	199	14	213	0.00000
Leucobacter coleopterorum	2714933	S	100	0	100	0.00000
Leucobacter muris	1935379	S	61	5	66	0.00000
Agromyces badenianii	2080742	S	44	4	48	0.00000
Agromyces aureus	453304	S	26	2	28	0.00000
Curtobacterium sp. BH-2-1-1	1905847	S	42	3	45	0.00000
Rathayibacter sp. VKM Ac-2801	2609255	S	19	3	22	0.00000
Leifsonia shinshuensis	150026	S	11	0	11	0.00000
Kocuria sp. BT304	1702043	S	254	24	278	0.00000
Arthrobacter sp. PAMC25284	2861279	S	18	2	20	0.00000
Arthrobacter dokdonellae	2211210	S	34	2	36	0.00000
Citricoccus sp. NR2	3004095	S	11	1	12	0.00000
Cellulomonas sp. Y8	2591145	S	46	20	66	0.00000
Cellulomonas sp. S1-8	2904790	S	46	34	80	0.00000
Cellulomonas sp. JZ18	2654191	S	23	25	48	0.00000
Brachybacterium avium	2017485	S	184	1	185	0.00000
Janibacter sp. YB324	2761047	S	100	4	104	0.00000
Luteimicrobium xylanilyticum	1133546	S	69	1	70	0.00000
Ornithinimicrobium sp. JY.X270	2934161	S	33	5	38	0.00000
Sanguibacter keddieii	60920	S	36	0	36	0.00000
Dermacoccus nishinomiyaensis	1274	S	28	1	29	0.00000
Georgenia faecalis	2483799	S	15	0	15	0.00000
Nocardioides panacisoli	627624	S	474	2	476	0.00000
Nocardioides sp. zg-1228	2763008	S	56	0	56	0.00000
Nocardioides sp. LMS-CY	2840457	S	21	0	21	0.00000
Nocardioides sp. Kera G14	2884264	S	14	0	14	0.00000
Nocardioides sp. TF02-7	2917724	S	11	0	11	0.00000
Nocardioides panacis	2849501	S	15	0	15	0.00000
Nocardioides seonyuensis	2518371	S	15	0	15	0.00000
Aeromicrobium choanae	1736691	S	20	0	20	0.00000
Aeromicrobium sp. zg.Y50	2968086	S	12	0	12	0.00000
Pimelobacter simplex	2045	S	28	0	28	0.00000
Cutibacterium acnes	1747	S	53	2	55	0.00000
Microlunatus sagamiharensis	546874	S	32	0	32	0.00000
Tessaracoccus flavescens	399497	S	12	0	12	0.00000
Micromonospora chokoriensis	356851	S	115	26	141	0.00000
Micromonospora sp. HM134	2583243	S	41	14	55	0.00000
Micromonospora sp. LH3U1	3018339	S	26	6	32	0.00000
Micromonospora sp. B006	2201999	S	14	12	26	0.00000
Micromonospora krabiensis	307121	S	60	9	69	0.00000
Micromonospora ferruginea	2749844	S	52	24	76	0.00000
Micromonospora coxensis	356852	S	27	11	38	0.00000
Micromonospora echinaurantiaca	47857	S	24	7	31	0.00000
Micromonospora siamensis	299152	S	12	3	15	0.00000
Actinoplanes sp. L3-i22	2836373	S	34	15	49	0.00000
Actinoplanes ianthinogenes	122358	S	19	12	31	0.00000
Actinocatenispora thailandica	227318	S	34	0	34	0.00000
Nonomuraea sp. ATCC 55076	1909395	S	351	1	352	0.00000
Nonomuraea phyllanthi	2219224	S	16	0	16	0.00000
Streptosporangium sp. 'caverna'	2202249	S	14	0	14	0.00000
Thermomonospora amylolytica	1411117	S	112	0	112	0.00000
Actinomadura madurae	1993	S	48	0	48	0.00000
Streptomonospora litoralis	2498135	S	12	0	12	0.00000
Amycolatopsis acidiphila	715473	S	70	1	71	0.00000
Amycolatopsis sp. AA4	1896961	S	37	1	38	0.00000
Amycolatopsis sp. CA-230715	2745196	S	11	0	11	0.00000
Amycolatopsis mediterranei	33910	S	38	5	43	0.00000
Pseudonocardia sp. HH130629-09	1641402	S	10	48	58	0.00000
Pseudonocardia dioxanivorans	240495	S	16	0	16	0.00000
Alloactinosynnema sp. L-07	1653480	S	69	0	69	0.00000
Lentzea guizhouensis	1586287	S	52	0	52	0.00000
Saccharopolyspora erythraea	1836	S	26	1	27	0.00000
Saccharothrix espanaensis	103731	S	11	0	11	0.00000
Saccharomonospora glauca	40990	S	12	0	12	0.00000
Jatrophihabitans sp. SB3-54	2944128	S	172	0	172	0.00000
Frankia alni	1859	S	51	0	51	0.00000
Actinomyces gaoshouyii	1960083	S	10	6	16	0.00000
Jiangella sp. DSM 45060	1798224	S	17	0	17	0.00000
Actinopolyspora erythraea	414996	S	14	0	14	0.00000
Iamia majanohamensis	467976	S	19	0	19	0.00000
Aquihabitans sp. Kera 3	2884263	S	17	1	18	0.00000
Euzebya pacifica	1608957	S	11	0	11	0.00000
Spiroplasma taiwanense	2145	S	59	16	75	0.00000
Spiroplasma endosymbiont of 'Nebria riversi'	2792084	S	48	0	48	0.00000
Mesoplasma coleopterae	324078	S	15	3	18	0.00000
Mycoplasma mycoides	2102	S	26	12	38	0.00000
Mesomycoplasma molare	171288	S	16	6	22	0.00000
Mariniplasma anaerobium	2735436	S	13	2	15	0.00000
Metamycoplasma cloacale	92401	S	94	10	104	0.00000
Caldilinea aerophila	133453	S	439	5	444	0.00000
Calothrix parasitica	1973486	S	60	9	69	0.00000
Anabaenopsis circularis	109266	S	34	34	68	0.00000
Nostoc sp. UHCC 0702	2814655	S	16	15	31	0.00000
Geminocystis herdmanii	669359	S	11	3	14	0.00000
Rippkaea orientalis	2546366	S	10	7	17	0.00000
Gloeobacter violaceus	33072	S	35	0	35	0.00000
Synechococcus sp. CBW1002	1353134	S	10	6	16	0.00000
Escherichia coli	562	S	657465	18124909	18782374	0.13148
Escherichia albertii	208962	S	17109	5393	22502	0.00016
Escherichia marmotae	1499973	S	10311	2769	13080	0.00009
Escherichia fergusonii	564	S	8332	11240	19572	0.00014
Escherichia sp. E4742	2044467	S	8149	2825	10974	0.00008
Escherichia sp. SCLE84	2725997	S	64	3755	3819	0.00003
Shigella flexneri	623	S	12029	639706	651735	0.00456
Shigella dysenteriae	622	S	6015	32998	39013	0.00027
Shigella boydii	621	S	4556	83221	87777	0.00061
Shigella sonnei	624	S	4382	53152	57534	0.00040
Shigella sp. PIB	2906475	S	35	2812	2847	0.00002
Citrobacter freundii	546	S	2062	4323	6385	0.00004
Citrobacter werkmanii	67827	S	402	812	1214	0.00001
Citrobacter portucalensis	1639133	S	259	1016	1275	0.00001
Citrobacter braakii	57706	S	258	2235	2493	0.00002
Citrobacter freundii complex sp. CFNIH2	2066049	S	44	37	81	0.00000
Citrobacter sp. BIDMC107	1686384	S	11	72	83	0.00000
Citrobacter sedlakii	67826	S	46	47	93	0.00000
Citrobacter youngae	133448	S	39	190	229	0.00000
Citrobacter sp. RHB25-C09	2742624	S	632	41	673	0.00000
Citrobacter sp. R56	1573676	S	498	30	528	0.00000
Citrobacter sp. BDA59-3	2781952	S	37	23	60	0.00000
Citrobacter sp. MGH 55	1439319	S	32	89	121	0.00000
Citrobacter sp. FDAARGOS_156	1702170	S	20	102	122	0.00000
Citrobacter sp. RHBSTW-00986	2742675	S	20	157	177	0.00000
Citrobacter sp. CRE-46	1703250	S	15	79	94	0.00000
Citrobacter sp. Colony219	2861802	S	15	89	104	0.00000
Citrobacter sp. CFNIH10	1920110	S	12	86	98	0.00000
Citrobacter sp. RHBSTW-01013	2742677	S	12	81	93	0.00000
Citrobacter sp. 172116965	2683822	S	12	105	117	0.00000
Citrobacter sp. RHBSTW-00599	2742657	S	12	94	106	0.00000
Citrobacter sp. RHB36-C18	2742627	S	11	92	103	0.00000
Citrobacter sp. RHB35-C17	2742625	S	10	68	78	0.00000
Citrobacter farmeri	67824	S	1521	247	1768	0.00001
Citrobacter amalonaticus	35703	S	855	754	1609	0.00001
Citrobacter rodentium	67825	S	618	12	630	0.00000
Citrobacter tructae	2562449	S	291	31	322	0.00000
Citrobacter koseri	545	S	267	309	576	0.00000
Citrobacter pasteurii	1563222	S	156	153	309	0.00000
Citrobacter arsenatis	2546350	S	143	31	174	0.00000
Citrobacter cronae	1748967	S	68	704	772	0.00001
Enterobacter hormaechei	158836	S	1935	7394	9329	0.00007
Enterobacter cloacae	550	S	860	485	1345	0.00001
Enterobacter roggenkampii	1812935	S	855	621	1476	0.00001
Enterobacter asburiae	61645	S	277	242	519	0.00000
Enterobacter cancerogenus	69218	S	274	19	293	0.00000
Enterobacter ludwigii	299767	S	226	127	353	0.00000
Enterobacter cloacae complex sp.	2027919	S	50	245	295	0.00000
Enterobacter sp. BIDMC 29	1329841	S	26	19	45	0.00000
Enterobacter cloacae complex sp. ECNIH7	1915310	S	14	21	35	0.00000
Enterobacter cloacae complex sp. FDA-CDC-AR_0164	2077136	S	14	19	33	0.00000
Enterobacter cloacae complex sp. R_G8	2969431	S	13	9	22	0.00000
Enterobacter sp. BIDMC100	1686399	S	10	32	42	0.00000
Enterobacter kobei	208224	S	111	180	291	0.00000
Enterobacter chuandaensis	2497875	S	71	7	78	0.00000
Enterobacter chengduensis	2494701	S	69	16	85	0.00000
Enterobacter sichuanensis	2071710	S	33	5	38	0.00000
Enterobacter sp. JUb54	2724468	S	873	50	923	0.00001
Enterobacter sp. SA187	1914861	S	273	6	279	0.00000
Enterobacter sp. RHBSTW-00994	2742676	S	227	15	242	0.00000
Enterobacter sp. RHBSTW-00175	2742639	S	98	22	120	0.00000
Enterobacter sp. CP102	2976431	S	64	9	73	0.00000
Enterobacter sp. Colony194	2866201	S	60	67	127	0.00000
Enterobacter sp. E76	2596949	S	38	57	95	0.00000
Enterobacter sp. SGAir0187	2836161	S	33	19	52	0.00000
Enterobacter sp. JBIWA003	2831890	S	28	21	49	0.00000
Enterobacter sp. SES19	2705458	S	16	7	23	0.00000
Enterobacter sp. S-33	3026145	S	12	34	46	0.00000
Enterobacter sp. JBIWA005	2831891	S	11	15	26	0.00000
Enterobacter mori	539813	S	609	138	747	0.00001
Enterobacter oligotrophicus	2478464	S	196	11	207	0.00000
Enterobacter huaxiensis	2494702	S	133	7	140	0.00000
Enterobacter bugandensis	881260	S	94	26	120	0.00000
Enterobacter soli	885040	S	86	5	91	0.00000
Klebsiella pneumoniae	573	S	2372	8559	10931	0.00008
Klebsiella huaxiensis	2153354	S	711	72	783	0.00001
Klebsiella quasipneumoniae	1463165	S	459	249	708	0.00000
Klebsiella sp. A52	2834819	S	17	88	105	0.00000
Klebsiella sp. PL-2018	2851540	S	10	324	334	0.00000
Klebsiella oxytoca	571	S	397	56	453	0.00000
Klebsiella aerogenes	548	S	344	73	417	0.00000
Klebsiella grimontii	2058152	S	321	299	620	0.00000
Klebsiella variicola	244366	S	297	168	465	0.00000
Klebsiella michiganensis	1134687	S	197	135	332	0.00000
Klebsiella africana	2489010	S	76	7	83	0.00000
Klebsiella quasivariicola	2026240	S	61	15	76	0.00000
Klebsiella pasteurii	2587529	S	13	12	25	0.00000
Raoultella ornithinolytica	54291	S	1003	1317	2320	0.00002
Raoultella electrica	1259973	S	144	20	164	0.00000
Raoultella planticola	575	S	102	16	118	0.00000
Raoultella terrigena	577	S	91	6	97	0.00000
Raoultella sp. HC6	2923366	S	58	7	65	0.00000
Salmonella enterica	28901	S	4252	31538	35790	0.00025
Salmonella bongori	54736	S	355	267	622	0.00000
Kosakonia cowanii	208223	S	645	746	1391	0.00001
Kosakonia sp. ML.JS2a	2980557	S	127	47	174	0.00000
Kosakonia sp. MUSA4	2067958	S	116	127	243	0.00000
Kosakonia sp. SMBL-WEM22	2725560	S	85	52	137	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	59	125	184	0.00000
Kosakonia sacchari	1158459	S	282	167	449	0.00000
Kosakonia arachidis	551989	S	132	28	160	0.00000
Kosakonia pseudosacchari	1646340	S	121	98	219	0.00000
Kosakonia oryzendophytica	1005665	S	116	44	160	0.00000
Kosakonia oryzae	497725	S	97	124	221	0.00000
Kosakonia radicincitans	283686	S	92	112	204	0.00000
Leclercia adecarboxylata	83655	S	948	301	1249	0.00001
Leclercia sp. 29361	2714951	S	632	81	713	0.00000
Leclercia sp. W17	2282309	S	29	32	61	0.00000
Leclercia sp. W6	2282310	S	22	20	42	0.00000
Leclercia sp. 119287	2681308	S	20	30	50	0.00000
Leclercia sp. J807	2681307	S	15	10	25	0.00000
Leclercia sp. Colony189	2681309	S	14	175	189	0.00000
Leclercia sp. G3L	2898725	S	14	22	36	0.00000
Leclercia pneumoniae	2815358	S	638	44	682	0.00000
Kluyvera ascorbata	51288	S	687	314	1001	0.00001
Kluyvera intermedia	61648	S	238	25	263	0.00000
Kluyvera genomosp. 3	2774055	S	31	36	67	0.00000
Kluyvera sp. CRP	2873269	S	24	26	50	0.00000
Buttiauxella sp. WJP83	2986951	S	655	31	686	0.00000
Buttiauxella sp. 3AFRM03	2479367	S	25	83	108	0.00000
Buttiauxella agrestis	82977	S	155	9	164	0.00000
Buttiauxella ferragutiae	82989	S	29	101	130	0.00000
[Enterobacter] lignolyticus	1334193	S	740	29	769	0.00001
Pluralibacter gergoviae	61647	S	254	17	271	0.00000
Lelliottia amnigena	61646	S	723	50	773	0.00001
Lelliottia sp. WB101	2153385	S	61	91	152	0.00000
Lelliottia sp. AC1	2067959	S	42	66	108	0.00000
Cronobacter sakazakii	28141	S	219	111	330	0.00000
Cronobacter condimenti	1163710	S	133	18	151	0.00000
Cronobacter dublinensis	413497	S	107	20	127	0.00000
Cronobacter universalis	535744	S	52	24	76	0.00000
Cronobacter malonaticus	413503	S	45	34	79	0.00000
Cronobacter sp. JZ38	1906275	S	22	74	96	0.00000
Cronobacter muytjensii	413501	S	20	77	97	0.00000
Cedecea neteri	158822	S	501	59	560	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	180	18	198	0.00000
Cedecea lapagei	158823	S	123	24	147	0.00000
Yokenella regensburgei	158877	S	881	62	943	0.00001
Jejubacter calystegiae	2579935	S	808	9	817	0.00001
Siccibacter colletis	1505757	S	564	15	579	0.00000
Phytobacter ursingii	1972431	S	421	106	527	0.00000
Phytobacter diazotrophicus	395631	S	11	79	90	0.00000
Phytobacter sp. SCO41	1756993	S	11	27	38	0.00000
Scandinavium goeteborgense	1851514	S	363	7	370	0.00000
Pseudocitrobacter corydidari	2891570	S	347	22	369	0.00000
Atlantibacter hermannii	565	S	263	10	273	0.00000
Atlantibacter subterranea	255519	S	30	32	62	0.00000
Pseudescherichia vulneris	566	S	203	3	206	0.00000
Symbiopectobacterium purcellii	2871826	S	63	0	63	0.00000
Candidatus Hamiltonella defensa	138072	S	26	0	26	0.00000
secondary endosymbiont of Ctenarytaina eucalypti	1199245	S	13	1	14	0.00000
Candidatus Hoaglandella endobia	1778263	S	22	1	23	0.00000
Candidatus Doolittlea endobia	1778262	S	17	1	18	0.00000
Shimwellia blattae	563	S	185	4	189	0.00000
Plesiomonas shigelloides	703	S	93	1	94	0.00000
Candidatus Moranella endobia	1048758	S	11	0	11	0.00000
Erwinia tracheiphila	65700	S	200	37	237	0.00000
Candidatus Erwinia haradaeae	1922217	S	28	0	28	0.00000
[Pantoea] beijingensis	1324864	S	13	2	15	0.00000
Erwinia persicina	55211	S	11	5	16	0.00000
Pantoea sp. SO10	2575375	S	17	4	21	0.00000
Pantoea dispersa	59814	S	17	6	23	0.00000
Pantoea stewartii	66269	S	15	8	23	0.00000
Pantoea agglomerans	549	S	11	13	24	0.00000
Pantoea alhagi	1891675	S	10	12	22	0.00000
Buchnera aphidicola	9	S	76	0	76	0.00000
Serratia sp. CMO1	2785630	S	32	32	64	0.00000
Serratia proteamaculans	28151	S	23	0	23	0.00000
Serratia marcescens	615	S	22	2	24	0.00000
Serratia plymuthica	82996	S	13	2	15	0.00000
Serratia fonticola	47917	S	10	0	10	0.00000
Yersinia pestis	632	S	33	979	1012	0.00001
Yersinia enterocolitica	630	S	33	3	36	0.00000
Yersinia entomophaga	935293	S	20	0	20	0.00000
Nissabacter sp. SGAir0207	2126321	S	39	0	39	0.00000
Providencia rettgeri	587	S	140	28	168	0.00000
Providencia heimbachae	333962	S	14	2	16	0.00000
Proteus mirabilis	584	S	31	3	34	0.00000
Proteus terrae	1574161	S	10	18	28	0.00000
Morganella morganii	582	S	37	3	40	0.00000
Dickeya zeae	204042	S	16	15	31	0.00000
Dickeya chrysanthemi	556	S	10	0	10	0.00000
Pragia fontium	82985	S	36	1	37	0.00000
Limnobaculum parvum	2172103	S	30	3	33	0.00000
Sodalis praecaptivus	1239307	S	34	1	35	0.00000
Candidatus Sodalis pierantonius	1486991	S	17	0	17	0.00000
Pseudomonas sp. OE 28.3	2745519	S	3696	679	4375	0.00003
Pseudomonas sp. NS1(2017)	2025658	S	87	32	119	0.00000
Pseudomonas sp. TKP	1415630	S	50	53	103	0.00000
Pseudomonas sp. LS1212	2972478	S	38	1	39	0.00000
Pseudomonas sp. TMW 2.1634	1886807	S	35	40	75	0.00000
Pseudomonas sp. GXZC	3003351	S	22	14	36	0.00000
Pseudomonas sp. L5B5	2883205	S	14	1	15	0.00000
Pseudomonas sp. ADAK13	2730847	S	13	3	16	0.00000
Pseudomonas aeruginosa	287	S	3952	4410	8362	0.00006
Pseudomonas fluorescens	294	S	455	87	542	0.00000
Pseudomonas azotoformans	47878	S	22	5	27	0.00000
Pseudomonas veronii	76761	S	16	10	26	0.00000
Pseudomonas poae	200451	S	15	2	17	0.00000
Pseudomonas rhodesiae	76760	S	11	0	11	0.00000
Pseudomonas orientalis	76758	S	11	0	11	0.00000
Pseudomonas tolaasii	29442	S	10	0	10	0.00000
Pseudomonas chlororaphis	587753	S	479	606	1085	0.00001
Pseudomonas fragi	296	S	13	1	14	0.00000
Pseudomonas syringae	317	S	262	49	311	0.00000
Pseudomonas viridiflava	33069	S	11	0	11	0.00000
Pseudomonas amygdali	47877	S	10	4	14	0.00000
Pseudomonas putida	303	S	43	22	65	0.00000
Pseudomonas monteilii	76759	S	11	2	13	0.00000
Pseudomonas yamanorum	515393	S	43	1	44	0.00000
Pseudomonas cerasi	1583341	S	42	18	60	0.00000
Pseudomonas muyukensis	2842357	S	13	0	13	0.00000
Pseudomonas izuensis	2684212	S	12	0	12	0.00000
Pseudomonas antarctica	219572	S	11	2	13	0.00000
Stutzerimonas stutzeri	316	S	58	96	154	0.00000
Stutzerimonas xanthomarina	271420	S	11	0	11	0.00000
Marinobacter nauticus	2743	S	347	15	362	0.00000
Lysobacter enzymogenes	69	S	6389	315	6704	0.00005
Lysobacter sp. 5GHs7-4	2904253	S	390	9	399	0.00000
Lysobacter sp. K5869	2820808	S	13	1	14	0.00000
Lysobacter soli	453783	S	87	1	88	0.00000
Lysobacter capsici	435897	S	11	8	19	0.00000
Xanthomonas euroxanthea	2259622	S	468	15	483	0.00000
Xanthomonas vesicatoria	56460	S	14	0	14	0.00000
Xanthomonas oryzae	347	S	11	0	11	0.00000
Luteimonas granuli	1176533	S	243	2	245	0.00000
Luteimonas sp. MC1750	2799326	S	76	0	76	0.00000
Luteimonas yindakuii	2565782	S	71	0	71	0.00000
Stenotrophomonas maltophilia	40324	S	258	24	282	0.00000
Pseudoxanthomonas sp. X-1	2571115	S	18	14	32	0.00000
Thermomonas sp. XSG	2771436	S	10	0	10	0.00000
Rhodanobacter denitrificans	666685	S	284	1	285	0.00000
Rhodanobacter thiooxydans	416169	S	38	0	38	0.00000
Luteibacter anthropi	564369	S	54	1	55	0.00000
Frateuria sp. 5GH9-11	1542730	S	59	0	59	0.00000
Halomonas sp. DN3	2953657	S	400	6	406	0.00000
Halomonas sp. YLGW01	2773308	S	121	1	122	0.00000
Halomonas sp. MCCC 1A13316	2733487	S	17	0	17	0.00000
Halomonas beimenensis	475662	S	32	1	33	0.00000
Kushneria phosphatilytica	657387	S	202	0	202	0.00000
Zymobacter palmae	33074	S	124	0	124	0.00000
Cobetia marina	28258	S	54	9	63	0.00000
Cobetia sp. L2A1	2686360	S	51	0	51	0.00000
Litorivicinus lipolyticus	418701	S	46	0	46	0.00000
Aeromonas media	651	S	225	41	266	0.00000
Aeromonas veronii	654	S	204	56	260	0.00000
Aeromonas caviae	648	S	108	127	235	0.00000
Aeromonas salmonicida	645	S	72	8	80	0.00000
Aeromonas sp. FDAARGOS 1406	2778055	S	18	38	56	0.00000
Aeromonas hydrophila	644	S	18	4	22	0.00000
Acinetobacter junii	40215	S	273	16	289	0.00000
Acinetobacter baumannii	470	S	57	133	190	0.00000
Caldichromatium japonicum	2699430	S	130	0	130	0.00000
Thioflavicoccus mobilis	80679	S	127	1	128	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	44	0	44	0.00000
Aquisalimonas sp. 2447	2740807	S	20	0	20	0.00000
Ectothiorhodospira haloalkaliphila	421628	S	10	0	10	0.00000
Alkalilimnicola ehrlichii	351052	S	16	0	16	0.00000
Vibrio parahaemolyticus	670	S	24	1	25	0.00000
Vibrio alginolyticus	663	S	10	8	18	0.00000
Vibrio cholerae	666	S	25	62	87	0.00000
Vibrio nigripulchritudo	28173	S	23	1	24	0.00000
Vibrio tapetis	52443	S	11	0	11	0.00000
Photobacterium sp. TY1-4	2899122	S	28	1	29	0.00000
Photobacterium damselae	38293	S	12	2	14	0.00000
Aliivibrio fischeri	668	S	14	1	15	0.00000
Pseudoalteromonas sp. A25	116092	S	15	2	17	0.00000
Pseudoalteromonas sp. SCSIO 43101	2822847	S	10	16	26	0.00000
Pseudoalteromonas ulvae	107327	S	20	2	22	0.00000
Psychrosphaera aestuarii	1266052	S	27	1	28	0.00000
Thalassotalea sp. PS06	2594005	S	58	1	59	0.00000
Moritella yayanosii	69539	S	11	1	12	0.00000
Mergibacter septicus	221402	S	63	0	63	0.00000
Avibacterium volantium	762	S	53	1	54	0.00000
Pasteurella multocida	747	S	33	3	36	0.00000
Piscirickettsia salmonis	1238	S	112	1	113	0.00000
Methylocaldum marinum	1432792	S	114	4	118	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	56	5	61	0.00000
Legionella cherrii	28084	S	11	1	12	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	45	0	45	0.00000
Gilliamella sp. ESL0441	2704654	S	17	0	17	0.00000
Cereibacter sphaeroides	1063	S	15702342	242759	15945101	0.11162
Cereibacter azotoformans	43057	S	55336	6491	61827	0.00043
Rhodobacter sp. CZR27	2033869	S	15050	173	15223	0.00011
Rhodobacter sp. LPB0142	1850250	S	804	57	861	0.00001
Rhodobacter capsulatus	1061	S	4005	20	4025	0.00003
Paracoccus jeotgali	2065379	S	2517	117	2634	0.00002
Paracoccus sp. MC1862	2760307	S	457	32	489	0.00000
Paracoccus sp. SCSIO 75233	3017782	S	425	332	757	0.00001
Paracoccus sp. SCSIO 75817	3017781	S	377	348	725	0.00001
Paracoccus sp. SCSIO 76264	3017783	S	75	29	104	0.00000
Paracoccus sp. SCSIO 80058	3017784	S	59	16	75	0.00000
Paracoccus sp. Arc7-R13	2500532	S	34	49	83	0.00000
Paracoccus sp. MA	2895796	S	26	8	34	0.00000
Paracoccus sp. AK26	2589076	S	22	1	23	0.00000
Paracoccus kondratievae	135740	S	1239	210	1449	0.00001
Paracoccus zhejiangensis	1077935	S	738	79	817	0.00001
Paracoccus yeei	147645	S	686	790	1476	0.00001
Paracoccus pantotrophus	82367	S	629	194	823	0.00001
Paracoccus liaowanqingii	2560053	S	354	5	359	0.00000
Paracoccus alcaliphilus	34002	S	312	44	356	0.00000
Paracoccus aestuarii	453842	S	305	9	314	0.00000
Paracoccus fistulariae	658446	S	206	28	234	0.00000
Paracoccus sanguinis	1545044	S	193	16	209	0.00000
Paracoccus saliphilus	405559	S	185	1	186	0.00000
Paracoccus methylovorus	2812658	S	172	33	205	0.00000
Paracoccus aminophilus	34003	S	160	2	162	0.00000
Paracoccus aminovorans	34004	S	155	11	166	0.00000
Paracoccus denitrificans	266	S	142	37	179	0.00000
Paracoccus contaminans	1945662	S	129	13	142	0.00000
Paracoccus marcusii	59779	S	126	86	212	0.00000
Paracoccus suum	2259340	S	104	6	110	0.00000
Paracoccus stylophorae	659350	S	100	14	114	0.00000
Paracoccus everestensis	2903900	S	94	1	95	0.00000
Paracoccus tegillarcae	1529068	S	67	1	68	0.00000
Paracoccus seriniphilus	184748	S	63	0	63	0.00000
Rhodovulum sulfidophilum	35806	S	1482	160	1642	0.00001
Rhodovulum sp. P5	1564506	S	625	8	633	0.00000
Rhodovulum sp. MB263	308754	S	275	38	313	0.00000
Roseicitreum antarcticum	564137	S	1907	4	1911	0.00001
Tabrizicola piscis	2494374	S	1511	7	1518	0.00001
Gemmobacter aquarius	2169400	S	604	9	613	0.00000
Gemmobacter fulva	2840474	S	296	4	300	0.00000
Pukyongiella litopenaei	2605946	S	886	42	928	0.00001
Fuscovulum blasticum	1075	S	862	3	865	0.00001
Haematobacter massiliensis	195105	S	802	73	875	0.00001
Neotabrizicola shimadae	2807096	S	779	4	783	0.00001
Pontivivens ytuae	2789856	S	572	1	573	0.00000
Pseudopuniceibacterium antarcticum	2613965	S	394	2	396	0.00000
Thioclava nitratireducens	1915078	S	100	54	154	0.00000
Thioclava electrotropha	1549850	S	93	47	140	0.00000
Frigidibacter mobilis	1335048	S	200	12	212	0.00000
Falsirhodobacter sp. PG104	2692330	S	148	1	149	0.00000
Paroceanicella profunda	2579971	S	128	6	134	0.00000
Aliiroseovarius crassostreae	154981	S	96	0	96	0.00000
Aliiroseovarius sp. M344	2867010	S	14	0	14	0.00000
